gene_id,AKP_REP1,AKP_REP2,AKP_REP3,AKPE_REP1,AKPE_REP2,AKPE_REP3,AP_REP1,AP_REP2,AP_REP3
Cpne9,0,0,0,0,1,0,0,1,0
Cpox,3412,4777,4573,3812,3964,3761,4273,4505,5015
Cpped1,1039,1143,1426,1439,1505,1342,2356,2480,3309
Cpq,0,2,7,25,10,38,50,102,56
Cps1,0,12,5,0,6,0,0,0,1
Cpsf1,4201,4065,4645,4295,5112,4176,3753,3462,3862
Cpsf2,4686,4723,5206,4800,4775,4239,3322,3750,4021
Cpsf3,2941,2980,3029,2492,3235,2642,2324,2523,2686
Cpsf3l,2625.689,3006.07,2528.095,2497.359,2853.924,1992.792,2420.806,2243.542,2246.487
Cpsf4,1140,1362,1671,1188,1286,1415,837,885,1058
Cpsf4l,0,0,0,0,0,0,0,0,0
Cpsf6,3958,4025,4713,4915,4619,3971,2834,3417,3754
Cpsf7,2690,2197,3124,3077,2785,2835,2252,1835,2119
Cpt1a,860,621,1009,529,696,938,1229,841,810
Cpt1b,32.315,35,34,39.126,30.835,7.257,35,22.357,21
Cpt1c,2,10,0,2,17,0,55,24,41
Cpt2,818,850,983,1086,1279,1099,1603,1244,1100
Cptp,917,1072,867,999,1173,920,715,952,1004
Cpvl,1,0,2,0,0,0,1,3,0
Cpxcr1,0,0,0,0,0,0,0,0,0
Cpxm1,0,5,3,1,7,9,1,4,1
Cpxm2,43,3,23,36,19,17,223,124,491
Cpz,0,0,0,0,0,0,0,1,1
Cr1l,876,1077,835,936,1156,899,966,966,1111
Cr2,0,0,0,2,0,1,1,0,0
Crabp1,0,0,0,0,0,0,0,0,0
Crabp2,26,20,46,14,30,10,2,6,9
Cracr2a,54,31,78,32,47,70,88,52,41
Cracr2b,518,684,898,836,1008,1075,872,754,921
Cradd,154,173,185,121,193,208,224,160,105
Cramp1l,1206,969,1333,1374,1141,1339,1050,793,1064
Crat,713,488,832,1159,954,1169,1025,564,566
Crb1,0,0,1,0,0,0,0,0,0
Crb2,0,0,1,12,11,3,0,0,0
Crb3,1249,1295,1577,1036,1241,1188,1364,1245,1096
Crbn,830.123,661.848,812.825,710.984,799.739,758.252,725.182,665.323,755.594
Crcp,1237,1342,1726,1490,1374,1513,863,1086,1139
Crct1,19,3,7,50,19,9,7,31,28
Creb1,1969,2124,2233,2519,2460.999,2157.999,1985,2050.999,2110.999
Creb3,725,750,722,976,1056,835,800,1096,1484
Creb3l1,36,39,32,17,158,174,119,59,36
Creb3l2,668,380,595,680,633,671,745,370,517
Creb3l3,0,0,1,0,1,0,1,3,2
Creb3l4,60,63,52,94,177,159,180,123,85
Creb5,13,11,39,27,20,55,95,22,13
Crebbp,1075,976,948,1163,982,969,843,553,952
Crebl2,74,68,83,77,80,91,200,140,120
Crebrf,96,81,143,143,128,156,417,179,180
Crebzf,1819,2142,2437,2128,2096.001,1950,1672.999,1461,1557.001
Creg1,311,169,259,387,446,344,671,638,620
Creg2,0,0,0,2,1,1,2,1,2
Creld1,572,581,711,706,771,858,1092,778,602
Creld2,1456,1548,1605,1453,1648,1262,1126,1466,1507
Crem,118.001,162,129,245,220.001,150,171,185.999,172.999
Crh,0,0,0,0,0,0,0,0,0
Crhbp,0,1,0,0,0,0,0,0,0
Crhr1,0,0,0,0,0,0,0,0,0
Crhr2,0,0,0,0,0,0,0,1,0
Crim1,2355,1971,2312,1934,1792,1467,1390,1382,2150
Crip1,1210,2059,2349,1706,3489,2806.771,3597,4528,5228
Crip2,653,1048,2647,2978,4390,4467,4755,6246,9583
Crip3,2,1,0,0,0,0,0,0,0
Cript,791,819,815,787,916,746,888,1041,836
Crisp1,0,0,0,0,2,1,0,2,0
Crisp2,0,0,0,0,0,0,0,0,2
Crisp3,0,0,0,0,0,0,0,0,0
Crisp4,0,0,0,0,0,0,0,0,0
Crispld1,0,0,2,0,0,0,0,0,0
Crispld2,20,25,18,0,1,4,4,2,3
Crk,6002,6102,6259,5884,5959,5343.001,4871,5426,5926
Crkl,2680,2151,2712,2597,2277,2469,1765,1474,1673
Crlf1,100,44,63,19,33,17,4,18,6
Crlf2,186,195,386,225,218,367,231,278,210
Crlf3,1218,1077,1119,1048,853,782,690,651,878
Crls1,1957,2116,1895,1597,2048,1754,1432,1660,1599
Crmp1,2,0,2,5,0,0,0,0,0
Crnde,32,6,23,46,17,47,34,9,4
Crnkl1,1556,1319,1412,1548,1738,1356,1106,1295,1312
Crnn,31,38,26,0,9,3,53,39,10
Crocc,505,542,551,528,669,520,606,394,284
Crot,589,522,854,942,702,789,866,577,537
Crp,0,0,0,0,0,0,0,0,0
Crtac1,0,0,0,0,0,0,0,0,0
Crtam,0,0,0,0,0,0,0,0,0
Crtap,1199,1398,1443,1151,1274,1166,761,693,793
Crtc1,396,354,745,590,541,723,296,295,363
Crtc2,1055,1019,1088,1066,1391,979,772,936,949
Crtc3,711,623,754,673,712,610,628,436,560
Crx,0,0,0,0,0,0,0,0,0
Crxos,0,0,0,0,0,0,0,0,0
Cry1,1241,1282,1620,1219,1210,1236,757,633,783
Cry2,316,244,239,340,316,299,494,240,223
Cryaa,0,0,0,1,0,0,0,0,0
Cryab,688,335,468,912.001,531.001,405,769,1247.999,1988.001
Cryba1,0,0,0,0,0,0,0,0,0
Cryba2,0,0,0,0,0,3,0,2,0
Cryba4,0,1,1,0,0,1,0,0,0
Crybb1,0,0,1,1,2,4,0,0,2
Crybb2,0,0,0,0,0,0,0,0,0
Crybb3,1,0,1,1,1,1,0,2,1
Crybg3,581.658,571.926,627.792,783.259,717.781,577.975,532.809,541.167,564.774
Cryga,0,0,0,0,0,0,0,0,1
Crygb,0,0,0,0,0,0,0,0,0
Crygc,0,0,0,0,0,0,0,0,0
Crygd,0,0,0,0,0,0,0,0,0
Cryge,0,0,0,0,0,0,0,0,0
Crygf,0,0,0,0,0,0,0,0,0
Crygn,0,0,0,0,0,0,0,0,0
Crygs,0,0,0,0,0,0,0,0,0
Cryl1,327,358,364,434,699,511,937,865,718
Crym,0,1,0,0,0,0,1,4,0
Cryz,397.243,381.636,680.228,514.169,716,809.588,989.497,760.025,615
Cryzl1,1317,2006,1444,1054,1427,1327,1407,1147,750
Cs,11749,11370,13002,13509,13412,11799,12063,11882,12115
Csad,189,159,235,212,296,348,456,278,239
Csdc2,2,17,6,15,10,3,4,1,0
Csde1,9844,9855,11762,10861,10602,9887,9378,9322,8660
Cse1l,9188,7783,8791,9296,8223,6973,3792,4799,6696
Csf1,306,225,462,509,311,484,141.999,299,644.999
Csf1r,2,1,0,0,0,0,9,15,72
Csf2,2,1,2,0,1,0,0,1,0
Csf2ra,55,79,55,77,144,55,136,88,112
Csf2rb,0,0,0,0,0,0,0,0,0
